Index,Average R,Average G,Average B,ripeness_factor
39,112.6189148497184,134.72410887439048,67.62587284769853,0
40,146.65928351309708,177.63900576824307,98.83822251195133,0
41,98.93918483412322,122.072,85.20405687203791,0
42,160.77684660434636,185.7143987409809,73.90996952783917,0
43,146.68371740448757,153.97687083080655,109.58463917525773,0
44,122.64200555303647,130.79681352605394,53.492869876330026,0
45,197.13760588235294,209.2530887254902,182.02971470588236,0
46,103.23146085717194,118.8894960806271,28.0101679731243,0
47,121.76497425785956,151.6291411983788,66.04409135721328,0
48,168.9289867137108,183.75478141022106,118.79476817906169,0
49,141.3843867823479,153.178138924593,92.91574282347901,0
50,140.27990353697749,144.98548499464096,49.467210610932476,0
51,147.01771690231362,149.26228791773778,88.174279134533,0
52,143.21598379182976,145.11560835768233,79.28770990683059,0
53,145.9909436589546,147.5688560411311,88.36308483290489,0
54,138.0958035172832,137.73836650311483,77.9677176250069,0
55,141.67558697514997,144.3119323050557,79.50239610111397,0
56,114.31878939277479,139.78512009992315,52.303109146810144,0
57,222.15416247423627,228.17671846647346,177.28662894195958,0
58,203.9921442892699,207.52594372234512,181.02227801207596,0
59,119.26376577445544,117.28594566353188,59.5403327706776,0
60,202.24924279433316,217.30423267499478,172.39894968246213,0
61,101.51895069444444,107.34864722222223,77.93686805555555,0
62,143.2901,148.0501486111111,74.10057407407407,0
63,96.56456748551888,143.40803833135598,55.516149504501364,0
64,123.12014545454545,153.5639064935065,33.76192207792208,0
65,99.05771428571428,135.68645714285714,58.16657959183674,0
66,195.29725,199.250975,169.676825,0
67,90.22519107609598,116.87995342326607,88.69266788063473,0
68,101.1039109701112,120.5534148229855,43.19469150901374,0
69,138.0813422330097,150.65927427184465,7.788169902912621,0
70,136.4944636027018,109.25281016031902,47.38263448079427,0
71,74.71787234042553,99.49606382978723,45.18910638297872,0
72,125.67234448356807,129.01432658450705,69.12751613849765,0
73,125.67234448356807,129.01432658450705,69.12751613849765,0
74,122.59750257201647,123.13222222222223,51.62912551440329,0
75,132.1642993508973,146.90021000381824,114.47340588010691,0
76,134.3279114165712,148.2655211912944,85.34033982436044,0
77,183.98670104980468,192.9994287109375,103.37141357421875,0
78,90.64051251008878,164.9357949959645,69.94350686037127,0
79,122.49616464891041,141.8038062953995,74.23908958837772,0
80,125.62362604602511,153.84001412133892,26.75233368200837,0
81,79.06922200520833,99.773017578125,86.65413736979167,0
82,199.87495772027737,223.37779046169456,192.79014459665146,0
83,95.51727272727273,134.4474043062201,65.34997607655502,0
84,91.88614693877551,135.03430204081633,58.98689795918367,0
85,182.7909558292385,190.39888123924268,145.5498983350129,0
86,55.49727210771277,68.05976425365691,6.453790142952128,0
87,158.42272924101403,160.32610372326175,71.26598509904943,0
88,45.04514015868221,51.538578220151685,31.565872195633855,0
89,120.87699659957724,115.63034647550776,53.313390313390315,0
90,83.06103370556295,107.8023237519575,60.43605565881716,0
91,90.76886698526484,94.71275761648745,36.69985190163282,0
92,139.87573954983924,148.7907020364416,60.24725348338692,0
93,141.25784272497899,155.07120128959912,69.80644098682366,0
94,201.16111525061925,213.43902168878506,150.88117485953643,0
95,134.9111811023622,172.30827646544182,93.78260717410323,0
96,107.21689858082381,126.29118726202839,65.19293873312564,0
97,121.09833916083916,159.86369714722363,97.98541483351086,0
98,221.14746750336172,229.3376064545047,192.8065441506051,0
99,240.7093103448276,243.17705489912387,223.78669560324732,0
100,118.02910318559557,152.22156877596953,81.93814815616344,0
101,220.86977011494253,226.23786110441281,168.71755968169762,0
102,203.90102322964393,217.44263322884012,173.87262358331324,0
103,216.95328992846234,224.4888023470782,183.66043002974038,0
104,165.6645843667328,150.4683811748079,76.69894563728269,0
105,120.199655339414,142.68058116070708,64.13649204939865,0
106,144.5023786005427,170.794463934966,105.91743587996866,0
107,150.44976958525345,175.9290138248848,35.0216267281106,0
108,218.54946544482627,221.75021000381824,146.00194730813288,0
109,119.02926125703564,99.49001407129455,29.68374530956848,0
110,209.92363117341077,232.28029126324748,197.058737324973,0
111,183.6905517578125,192.7855419921875,102.76667236328124,0
112,69.77731080023045,88.73484702997355,49.40587653080821,0
113,70.58156146012405,89.29835831548894,20.952026218696908,0
114,101.77483088340232,133.17555587269874,75.64649065220493,0
115,90.78407202216067,117.05768698060942,73.35625115420129,0
116,212.6297318418633,213.89700275819797,194.16510419859026,0
117,134.00508561643835,150.3775107020548,101.44058433219178,0
118,102.8988369467028,148.66825880758807,57.49894986449865,0
119,201.72588942307692,213.95490384615385,176.87616826923076,0
